Name,HOMFLY
13n_932,(-4+ 9*v^2-2*v^4-3*v^6+ v^8)+ (-7+ 16*v^2+ v^4-6*v^6+ v^8)*z^2+ (-3+ 11*v^2+ 4*v^4-3*v^6)*z^4+ (3*v^2+ 2*v^4)*z^6
13n_933,(3*v^4+ v^6-7*v^8+ 5*v^10-v^12)+ (5*v^4+ v^6-11*v^8+ 7*v^10-v^12)*z^2+ (2*v^4-v^6-7*v^8+ 3*v^10)*z^4+ (-v^6-2*v^8)*z^6
13n_934,(-5+ 14*v^2-10*v^4+ 2*v^6)+ (-13+ 35*v^2-21*v^4+ 3*v^6)*z^2+ (-13+ 40*v^2-18*v^4+ v^6)*z^4+ (-6+ 25*v^2-7*v^4)*z^6+ (-1+ 8*v^2-v^4)*z^8+ v^2*z^10
13n_935,(-4*v^4+ 15*v^6-13*v^8+ 3*v^10)+ (-10*v^4+ 37*v^6-23*v^8+ 3*v^10)*z^2+ (-8*v^4+ 33*v^6-14*v^8+ v^10)*z^4+ (-2*v^4+ 13*v^6-3*v^8)*z^6+ 2*v^6*z^8
13n_936,(-7*v^(-4)+ 16*v^(-2)-10+ 2*v^2)+ (-11*v^(-4)+ 34*v^(-2)-23+ 5*v^2)*z^2+ (-6*v^(-4)+ 27*v^(-2)-19+ 4*v^2)*z^4+ (-v^(-4)+ 9*v^(-2)-7+ v^2)*z^6+ (v^(-2)-1)*z^8
13n_937,(-1+ 2*v^2+ 3*v^4-4*v^6+ v^8)+ (-4+ 6*v^2+ 7*v^4-7*v^6+ v^8)*z^2+ (-4+ 8*v^2+ 8*v^4-5*v^6)*z^4+ (-1+ 5*v^2+ 5*v^4-v^6)*z^6+ (v^2+ v^4)*z^8
13n_938,(-2*v^2+ 5*v^4+ v^6-4*v^8+ v^10)+ (-4*v^2+ 10*v^4+ 6*v^6-7*v^8+ v^10)*z^2+ (-2*v^2+ 7*v^4+ 6*v^6-3*v^8)*z^4+ (2*v^4+ 2*v^6)*z^6
13n_939,(-3*v^(-4)+ 4*v^(-2)+ 3-4*v^2+ v^4)+ (-4*v^(-4)+ 9*v^(-2)+ 4-7*v^2+ 2*v^4)*z^2+ (-v^(-4)+ 6*v^(-2)+ 2-4*v^2+ v^4)*z^4+ (v^(-2)-v^2)*z^6
13n_940,(2-v^2-3*v^4+ 5*v^6-2*v^8)+ (5-6*v^2-7*v^4+ 9*v^6-v^8)*z^2+ (4-9*v^2-9*v^4+ 5*v^6)*z^4+ (1-5*v^2-5*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8
13n_941,(5*v^2-7*v^4+ 2*v^6+ 2*v^8-v^10)+ (8*v^2-14*v^4+ 6*v^8-v^10)*z^2+ (3*v^2-11*v^4-4*v^6+ 3*v^8)*z^4+ (-3*v^4-2*v^6)*z^6
13n_942,(2*v^(-4)-v^(-2)-5+ 7*v^2-2*v^4)+ (3*v^(-4)-5*v^(-2)-9+ 11*v^2-3*v^4)*z^2+ (v^(-4)-4*v^(-2)-5+ 6*v^2-v^4)*z^4+ (-v^(-2)-1+ v^2)*z^6
13n_943,(v^4+ 3*v^6-4*v^8+ v^10)+ (-2*v^2+ 5*v^4+ 6*v^6-6*v^8+ v^10)*z^2+ (-3*v^2+ 6*v^4+ 6*v^6-4*v^8)*z^4+ (-v^2+ 4*v^4+ 4*v^6-v^8)*z^6+ (v^4+ v^6)*z^8
13n_944,(-2+ 6*v^2-3*v^4)+ (-5+ 12*v^2-2*v^4-3*v^6+ v^8)*z^2+ (-3+ 9*v^2+ 2*v^4-3*v^6)*z^4+ (3*v^2+ 2*v^4)*z^6
13n_945,(-1+ 5*v^2-4*v^4+ v^6)+ (-2*v^(-2)+ 1+ 8*v^2-8*v^4+ 2*v^6)*z^2+ (-v^(-2)+ 3+ 5*v^2-5*v^4+ v^6)*z^4+ (1+ v^2-v^4)*z^6
13n_946,(1-v^2+ 2*v^4-v^6)+ (2*v^(-2)-2-3*v^2+ 5*v^4-v^6)*z^2+ (3*v^(-2)-5-5*v^2+ 4*v^4)*z^4+ (v^(-2)-4-4*v^2+ v^4)*z^6+ (-1-v^2)*z^8
13n_947,(2*v^4-v^8)+ (5*v^4-v^6-2*v^8+ 3*v^10-v^12)*z^2+ (3*v^4-3*v^6-3*v^8+ 3*v^10)*z^4+ (-2*v^6-2*v^8)*z^6
13n_948,(-v^(-4)+ v^(-2)+ 2-v^2)+ (2*v^(-6)-4*v^(-4)+ v^(-2)+ 5-2*v^2)*z^2+ (v^(-6)-4*v^(-4)+ 4-v^2)*z^4+ (-v^(-4)+ 1)*z^6
13n_949,(2*v^4+ 3*v^6-8*v^8+ 5*v^10-v^12)+ (5*v^4+ 3*v^6-13*v^8+ 8*v^10-v^12)*z^2+ (4*v^4-3*v^6-10*v^8+ 5*v^10)*z^4+ (v^4-4*v^6-5*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
13n_950,(v^(-2)-2+ 2*v^2+ v^4-v^6)+ (3*v^(-2)-5-v^2+ 5*v^4-v^6)*z^2+ (2*v^(-2)-5-4*v^2+ 3*v^4)*z^4+ (-2-2*v^2)*z^6
13n_951,(2-v^2-2*v^4+ 3*v^6-v^8)+ (3-6*v^2-2*v^4+ 6*v^6-2*v^8)*z^2+ (1-5*v^2-v^4+ 4*v^6-v^8)*z^4+ (-v^2+ v^6)*z^6
13n_952,(4*v^4-2*v^6-4*v^8+ 4*v^10-v^12)+ (8*v^4-4*v^6-11*v^8+ 9*v^10-v^12)*z^2+ (5*v^4-7*v^6-12*v^8+ 6*v^10)*z^4+ (v^4-5*v^6-6*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
13n_953,(v^(-2)-3*v^2+ 5*v^4-2*v^6)+ (2*v^(-2)-1-8*v^2+ 8*v^4-v^6)*z^2+ (v^(-2)-2-7*v^2+ 3*v^4)*z^4+ (-1-2*v^2)*z^6
13n_954,(4-6*v^2+ 2*v^4+ 2*v^6-v^8)+ (4-12*v^2+ 4*v^4+ 4*v^6-2*v^8)*z^2+ (1-7*v^2+ 3*v^4+ 3*v^6-v^8)*z^4+ (-v^2+ v^4+ v^6)*z^6
13n_955,(-2*v^(-4)+ v^(-2)+ 6-5*v^2+ v^4)+ (-3*v^(-4)+ 4*v^(-2)+ 10-9*v^2+ 2*v^4)*z^2+ (-v^(-4)+ 4*v^(-2)+ 6-5*v^2+ v^4)*z^4+ (v^(-2)+ 1-v^2)*z^6
13n_956,(-2*v^(-2)+ 8-8*v^2+ 3*v^4)+ (-4*v^(-2)+ 15-17*v^2+ 5*v^4)*z^2+ (-3*v^(-2)+ 12-12*v^2+ 2*v^4)*z^4+ (-v^(-2)+ 5-3*v^2)*z^6+ z^8
13n_957,(-2*v^(-2)+ 3+ 3*v^2-4*v^4+ v^6)+ (-3*v^(-2)+ 8-3*v^4+ v^6)*z^2+ (-v^(-2)+ 7-5*v^2+ v^4)*z^4+ (2-4*v^2+ v^4)*z^6-v^2*z^8
13n_958,(4*v^4-2*v^6-4*v^8+ 4*v^10-v^12)+ (8*v^4-8*v^6-3*v^8+ 5*v^10-v^12)*z^2+ (5*v^4-11*v^6+ 2*v^10)*z^4+ (v^4-6*v^6)*z^6-v^6*z^8
13n_959,(2*v^(-10)-6*v^(-8)+ 2*v^(-6)+ 5*v^(-4)-2*v^(-2))+ (v^(-10)-7*v^(-8)+ 3*v^(-6)+ 13*v^(-4)-5*v^(-2))*z^2+ (-2*v^(-8)+ v^(-6)+ 13*v^(-4)-4*v^(-2))*z^4+ (6*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8
13n_960,(-3*v^(-4)+ 5*v^(-2)+ 1-3*v^2+ v^4)+ (-2*v^(-4)+ 5*v^(-2)+ 5-7*v^2+ 2*v^4)*z^2+ (7-6*v^2+ v^4)*z^4+ (-v^(-2)+ 4-2*v^2)*z^6+ z^8
13n_961,(6*v^8-3*v^10-6*v^12+ 5*v^14-v^16)+ (18*v^8-4*v^10-11*v^12+ 4*v^14)*z^2+ (19*v^8-5*v^12)*z^4+ (8*v^8+ v^10)*z^6+ v^8*z^8
13n_962,(4*v^(-10)-15*v^(-8)+ 16*v^(-6)-4*v^(-4))+ (4*v^(-10)-26*v^(-8)+ 38*v^(-6)-10*v^(-4))*z^2+ (v^(-10)-15*v^(-8)+ 33*v^(-6)-8*v^(-4))*z^4+ (-3*v^(-8)+ 13*v^(-6)-2*v^(-4))*z^6+ (2*v^(-6))*z^8
13n_963,(-7*v^(-4)+ 17*v^(-2)-12+ 3*v^2)+ (-10*v^(-4)+ 34*v^(-2)-27+ 7*v^2)*z^2+ (-5*v^(-4)+ 25*v^(-2)-22+ 5*v^2)*z^4+ (-v^(-4)+ 8*v^(-2)-8+ v^2)*z^6+ (v^(-2)-1)*z^8
13n_964,(-6+ 17*v^2-13*v^4+ 3*v^6)+ (-11+ 35*v^2-26*v^4+ 6*v^6)*z^2+ (-6+ 27*v^2-20*v^4+ 4*v^6)*z^4+ (-1+ 9*v^2-7*v^4+ v^6)*z^6+ (v^2-v^4)*z^8
13n_965,(10*v^6-17*v^8+ 10*v^10-2*v^12)+ (21*v^6-35*v^8+ 19*v^10-3*v^12)*z^2+ (14*v^6-29*v^8+ 13*v^10-v^12)*z^4+ (3*v^6-12*v^8+ 3*v^10)*z^6-2*v^8*z^8
13n_966,(-v^(-2)-5+ 18*v^2-14*v^4+ 3*v^6)+ (-2*v^(-2)-10+ 40*v^2-26*v^4+ 4*v^6)*z^2+ (-v^(-2)-6+ 35*v^2-16*v^4+ v^6)*z^4+ (-1+ 14*v^2-3*v^4)*z^6+ 2*v^2*z^8
13n_967,(2*v^(-10)-7*v^(-8)+ 5*v^(-6)+ 2*v^(-4)-v^(-2))+ (v^(-10)-9*v^(-8)+ 11*v^(-6)+ 4*v^(-4)-2*v^(-2))*z^2+ (-3*v^(-8)+ 8*v^(-6)+ 3*v^(-4)-v^(-2))*z^4+ (2*v^(-6)+ v^(-4))*z^6
13n_968,(-4*v^(-4)+ 8*v^(-2)-2-2*v^2+ v^4)+ (-4*v^(-4)+ 13*v^(-2)-4-4*v^2+ 2*v^4)*z^2+ (-v^(-4)+ 7*v^(-2)-3-3*v^2+ v^4)*z^4+ (v^(-2)-1-v^2)*z^6
13n_969,(2*v^(-4)-4*v^(-2)+ 5-5*v^2+ 4*v^4-v^6)+ (v^(-4)-8*v^(-2)+ 12-13*v^2+ 6*v^4-v^6)*z^2+ (-3*v^(-2)+ 11-11*v^2+ 4*v^4)*z^4+ (3-5*v^2+ v^4)*z^6-v^2*z^8
13n_970,(2*v^(-4)-4*v^(-2)+ 5-5*v^2+ 4*v^4-v^6)+ (v^(-4)-8*v^(-2)+ 12-13*v^2+ 6*v^4-v^6)*z^2+ (-4*v^(-2)+ 12-10*v^2+ 3*v^4)*z^4+ (-v^(-2)+ 5-3*v^2)*z^6+ z^8
13n_971,(3-5*v^2+ 5*v^4-4*v^6+ 3*v^8-v^10)+ (4-12*v^2+ 12*v^4-9*v^6+ 4*v^8)*z^2+ (1-10*v^2+ 11*v^4-7*v^6)*z^4+ (-2*v^2+ 6*v^4-v^6)*z^6+ v^4*z^8
13n_972,(2*v^(-10)-8*v^(-8)+ 7*v^(-6)+ v^(-4)-v^(-2))+ (v^(-10)-11*v^(-8)+ 15*v^(-6)+ 4*v^(-4)-3*v^(-2))*z^2+ (-4*v^(-8)+ 11*v^(-6)+ 5*v^(-4)-2*v^(-2))*z^4+ (3*v^(-6)+ 2*v^(-4))*z^6
13n_973,(-4*v^(-4)+ 10*v^(-2)-7+ 2*v^2)+ (-4*v^(-4)+ 15*v^(-2)-12+ 3*v^2)*z^2+ (-v^(-4)+ 7*v^(-2)-6+ v^2)*z^4+ (v^(-2)-1)*z^6
13n_974,(2*v^4+ 3*v^6-8*v^8+ 5*v^10-v^12)+ (5*v^4+ 3*v^6-13*v^8+ 8*v^10-v^12)*z^2+ (3*v^4-2*v^6-9*v^8+ 4*v^10)*z^4+ (-2*v^6-3*v^8)*z^6
13n_975,(v^(-6)-6*v^(-4)+ 8*v^(-2)-1-v^2)+ (2*v^(-6)-9*v^(-4)+ 12*v^(-2)+ 1-2*v^2)*z^2+ (v^(-6)-5*v^(-4)+ 6*v^(-2)+ 3-v^2)*z^4+ (-v^(-4)+ v^(-2)+ 1)*z^6
13n_976,(v^2-3*v^4+ 9*v^6-8*v^8+ 2*v^10)+ (v^2-5*v^4+ 17*v^6-10*v^8+ v^10)*z^2+ (-2*v^4+ 10*v^6-3*v^8)*z^4+ 2*v^6*z^6
13n_977,(4*v^8+ 2*v^10-10*v^12+ 6*v^14-v^16)+ (12*v^8+ 12*v^10-22*v^12+ 6*v^14)*z^2+ (13*v^8+ 19*v^10-15*v^12+ v^14)*z^4+ (6*v^8+ 11*v^10-3*v^12)*z^6+ (v^8+ 2*v^10)*z^8
13n_978,(-5+ 11*v^2-3*v^4-3*v^6+ v^8)+ (-10+ 23*v^2-2*v^4-6*v^6+ v^8)*z^2+ (-6+ 20*v^2+ v^4-3*v^6)*z^4+ (-1+ 8*v^2+ v^4)*z^6+ v^2*z^8
13n_979,(-2*v^(-2)+ 1+ 8*v^2-8*v^4+ 2*v^6)+ (-3*v^(-2)+ 2+ 16*v^2-14*v^4+ 3*v^6)*z^2+ (-v^(-2)+ 1+ 14*v^2-9*v^4+ v^6)*z^4+ (6*v^2-2*v^4)*z^6+ v^2*z^8
13n_980,(-9+ 23*v^2-16*v^4+ 3*v^6)+ (-22+ 58*v^2-33*v^4+ 4*v^6)*z^2+ (-19+ 61*v^2-25*v^4+ v^6)*z^4+ (-7+ 33*v^2-8*v^4)*z^6+ (-1+ 9*v^2-v^4)*z^8+ v^2*z^10
13n_981,(14*v^10-23*v^12+ 12*v^14-2*v^16)+ (47*v^10-53*v^12+ 16*v^14-v^16)*z^2+ (60*v^10-41*v^12+ 5*v^14)*z^4+ (36*v^10-12*v^12)*z^6+ (10*v^10-v^12)*z^8+ v^10*z^10
13n_982,(5*v^(-10)-19*v^(-8)+ 21*v^(-6)-6*v^(-4))+ (6*v^(-10)-38*v^(-8)+ 56*v^(-6)-17*v^(-4))*z^2+ (2*v^(-10)-28*v^(-8)+ 59*v^(-6)-17*v^(-4))*z^4+ (-9*v^(-8)+ 32*v^(-6)-7*v^(-4))*z^6+ (-v^(-8)+ 9*v^(-6)-v^(-4))*z^8+ (v^(-6))*z^10
13n_983,(-4+ 8*v^2-4*v^6+ v^8)+ (-8+ 15*v^2+ 7*v^4-9*v^6+ v^8)*z^2+ (-5+ 13*v^2+ 11*v^4-6*v^6)*z^4+ (-1+ 6*v^2+ 6*v^4-v^6)*z^6+ (v^2+ v^4)*z^8
13n_984,(-7+ 18*v^2-12*v^4+ 2*v^6)+ (-16+ 43*v^2-24*v^4+ 3*v^6)*z^2+ (-14+ 45*v^2-19*v^4+ v^6)*z^4+ (-6+ 26*v^2-7*v^4)*z^6+ (-1+ 8*v^2-v^4)*z^8+ v^2*z^10
13n_985,(3*v^(-2)-8+ 9*v^2-3*v^4)+ (7*v^(-2)-19+ 14*v^2-2*v^4)*z^2+ (5*v^(-2)-17+ 7*v^2)*z^4+ (v^(-2)-7+ v^2)*z^6-z^8
13n_986,(6*v^6-8*v^8+ 4*v^10-v^12)+ (12*v^6-11*v^8+ 5*v^10-v^12)*z^2+ (7*v^6-5*v^8+ 2*v^10)*z^4+ (v^6-v^8)*z^6
13n_987,(-2*v^4+ 11*v^6-11*v^8+ 3*v^10)+ (-7*v^4+ 29*v^6-20*v^8+ 3*v^10)*z^2+ (-7*v^4+ 28*v^6-13*v^8+ v^10)*z^4+ (-2*v^4+ 12*v^6-3*v^8)*z^6+ 2*v^6*z^8
13n_988,(-5*v^(-4)+ 12*v^(-2)-8+ 2*v^2)+ (-8*v^(-4)+ 26*v^(-2)-20+ 5*v^2)*z^2+ (-5*v^(-4)+ 22*v^(-2)-18+ 4*v^2)*z^4+ (-v^(-4)+ 8*v^(-2)-7+ v^2)*z^6+ (v^(-2)-1)*z^8
13n_989,(v^(-6)-6*v^(-4)+ 9*v^(-2)-3)+ (v^(-6)-8*v^(-4)+ 15*v^(-2)-5)*z^2+ (-3*v^(-4)+ 9*v^(-2)-2)*z^4+ (2*v^(-2))*z^6
13n_990,(6*v^2-10*v^4+ 6*v^6-v^8)+ (8*v^2-20*v^4+ 12*v^6-2*v^8)*z^2+ (4*v^2-16*v^4+ 8*v^6-v^8)*z^4+ (v^2-6*v^4+ 2*v^6)*z^6-v^4*z^8
13n_991,(v^(-2)-1+ v^2)+ (3*v^(-2)-8+ 5*v^2-v^4)*z^2+ (3*v^(-2)-10+ 6*v^2-v^4)*z^4+ (v^(-2)-5+ 2*v^2)*z^6-z^8
13n_992,(v^(-2)-1+ v^2)+ (3*v^(-2)-8+ 5*v^2-v^4)*z^2+ (2*v^(-2)-9+ 7*v^2-2*v^4)*z^4+ (-3+ 4*v^2-v^4)*z^6+ v^2*z^8
13n_993,(1-v^4+ 2*v^6-v^8)+ (2-8*v^4+ 9*v^6-2*v^8)*z^2+ (1-12*v^4+ 8*v^6-v^8)*z^4+ (-6*v^4+ 2*v^6)*z^6-v^4*z^8
13n_994,(3*v^(-6)-10*v^(-4)+ 11*v^(-2)-3)+ (6*v^(-6)-20*v^(-4)+ 20*v^(-2)-5)*z^2+ (4*v^(-6)-16*v^(-4)+ 13*v^(-2)-2)*z^4+ (v^(-6)-6*v^(-4)+ 3*v^(-2))*z^6+ (-v^(-4))*z^8
13n_995,(7*v^2-12*v^4+ 7*v^6-v^8)+ (9*v^2-24*v^4+ 15*v^6-3*v^8)*z^2+ (3*v^2-17*v^4+ 12*v^6-3*v^8)*z^4+ (-4*v^4+ 5*v^6-v^8)*z^6+ v^6*z^8
13n_996,(v^(-4)+ 2*v^(-2)-10+ 12*v^2-4*v^4)+ (2*v^(-4)+ 4*v^(-2)-24+ 21*v^2-4*v^4)*z^2+ (v^(-4)+ 2*v^(-2)-21+ 12*v^2-v^4)*z^4+ (-8+ 2*v^2)*z^6-z^8
13n_997,(-5*v^(-4)+ 12*v^(-2)-8+ 2*v^2)+ (-7*v^(-4)+ 23*v^(-2)-17+ 4*v^2)*z^2+ (-4*v^(-4)+ 17*v^(-2)-12+ 2*v^2)*z^4+ (-v^(-4)+ 6*v^(-2)-3)*z^6+ (v^(-2))*z^8
13n_998,(-4+ 12*v^2-9*v^4+ 2*v^6)+ (-7+ 23*v^2-17*v^4+ 4*v^6)*z^2+ (-3+ 16*v^2-13*v^4+ 3*v^6)*z^4+ (4*v^2-5*v^4+ v^6)*z^6-v^4*z^8
13n_999,(-v^(-2)-3+ 13*v^2-10*v^4+ 2*v^6)+ (-2*v^(-2)-5+ 27*v^2-18*v^4+ 3*v^6)*z^2+ (-v^(-2)-2+ 22*v^2-11*v^4+ v^6)*z^4+ (8*v^2-2*v^4)*z^6+ v^2*z^8
13n_1000,(2*v^(-2)-2+ v^4)+ (5*v^(-2)-11+ 2*v^2+ v^4)*z^2+ (4*v^(-2)-13+ 3*v^2)*z^4+ (v^(-2)-6+ v^2)*z^6-z^8
13n_1001,(2*v^2-v^4)+ (-4+ 9*v^2-4*v^4)*z^2+ (-4+ 12*v^2-4*v^4)*z^4+ (-1+ 6*v^2-v^4)*z^6+ v^2*z^8
13n_1002,(2*v^(-4)-3*v^(-2)+ 3-3*v^2+ 2*v^4)+ (v^(-4)-6*v^(-2)+ 5-6*v^2+ v^4)*z^2+ (-2*v^(-2)+ 4-2*v^2)*z^4+ z^6
13n_1003,(2*v^(-10)-9*v^(-8)+ 10*v^(-6)-2*v^(-4))+ (v^(-10)-11*v^(-8)+ 19*v^(-6)-3*v^(-4))*z^2+ (-3*v^(-8)+ 11*v^(-6)-v^(-4))*z^4+ (2*v^(-6))*z^6
13n_1004,(-2*v^(-4)+ 3*v^(-2)+ 1-v^2)+ (-5*v^(-4)+ 11*v^(-2)-2-v^2)*z^2+ (-4*v^(-4)+ 13*v^(-2)-3)*z^4+ (-v^(-4)+ 6*v^(-2)-1)*z^6+ (v^(-2))*z^8
13n_1005,(-1+ 4*v^2-2*v^4)+ (-5+ 14*v^2-9*v^4+ 2*v^6)*z^2+ (-8+ 22*v^2-12*v^4+ v^6)*z^4+ (-5+ 18*v^2-6*v^4)*z^6+ (-1+ 7*v^2-v^4)*z^8+ v^2*z^10
13n_1006,(5*v^6-5*v^8+ v^10)+ (-4*v^4+ 20*v^6-13*v^8+ 2*v^10)*z^2+ (-6*v^4+ 23*v^6-11*v^8+ v^10)*z^4+ (-2*v^4+ 11*v^6-3*v^8)*z^6+ 2*v^6*z^8
13n_1007,(-3*v^(-4)+ 6*v^(-2)-2)+ (-7*v^(-4)+ 19*v^(-2)-11+ 2*v^2)*z^2+ (-5*v^(-4)+ 20*v^(-2)-13+ 3*v^2)*z^4+ (-v^(-4)+ 8*v^(-2)-6+ v^2)*z^6+ (v^(-2)-1)*z^8
13n_1008,(-3*v^4+ 13*v^6-12*v^8+ 3*v^10)+ (-10*v^4+ 36*v^6-23*v^8+ 3*v^10)*z^2+ (-12*v^4+ 41*v^6-18*v^8+ v^10)*z^4+ (-6*v^4+ 25*v^6-7*v^8)*z^6+ (-v^4+ 8*v^6-v^8)*z^8+ v^6*z^10
13n_1009,(-6+ 16*v^2-11*v^4+ 2*v^6)+ (-13+ 36*v^2-21*v^4+ 3*v^6)*z^2+ (-9+ 32*v^2-14*v^4+ v^6)*z^4+ (-2+ 13*v^2-3*v^4)*z^6+ 2*v^2*z^8
13n_1010,(-5+ 15*v^2-12*v^4+ 3*v^6)+ (-10+ 32*v^2-25*v^4+ 6*v^6)*z^2+ (-6+ 26*v^2-20*v^4+ 4*v^6)*z^4+ (-1+ 9*v^2-7*v^4+ v^6)*z^6+ (v^2-v^4)*z^8
13n_1011,(2*v^2-2*v^4+ 2*v^6-v^8)+ (6*v^2-12*v^4+ 10*v^6-2*v^8)*z^2+ (8*v^2-22*v^4+ 12*v^6-v^8)*z^4+ (5*v^2-18*v^4+ 6*v^6)*z^6+ (v^2-7*v^4+ v^6)*z^8-v^4*z^10
13n_1012,(3*v^2-4*v^4+ 3*v^6-v^8)+ (8*v^2-17*v^4+ 12*v^6-2*v^8)*z^2+ (7*v^2-22*v^4+ 11*v^6-v^8)*z^4+ (2*v^2-11*v^4+ 3*v^6)*z^6-2*v^4*z^8
13n_1013,(2*v^(-2)-4+ 4*v^2-v^4)+ (6*v^(-2)-17+ 13*v^2-3*v^4)*z^2+ (5*v^(-2)-19+ 14*v^2-3*v^4)*z^4+ (v^(-2)-8+ 6*v^2-v^4)*z^6+ (-1+ v^2)*z^8
13n_1014,(4*v^(-2)-11+ 12*v^2-4*v^4)+ (12*v^(-2)-32+ 24*v^2-4*v^4)*z^2+ (13*v^(-2)-39+ 19*v^2-v^4)*z^4+ (6*v^(-2)-25+ 7*v^2)*z^6+ (v^(-2)-8+ v^2)*z^8-z^10
13n_1015,(9*v^6-15*v^8+ 9*v^10-2*v^12)+ (20*v^6-32*v^8+ 18*v^10-3*v^12)*z^2+ (14*v^6-28*v^8+ 13*v^10-v^12)*z^4+ (3*v^6-12*v^8+ 3*v^10)*z^6-2*v^8*z^8
13n_1016,(4*v^(-6)-13*v^(-4)+ 14*v^(-2)-4)+ (8*v^(-6)-28*v^(-4)+ 29*v^(-2)-8)*z^2+ (5*v^(-6)-23*v^(-4)+ 23*v^(-2)-5)*z^4+ (v^(-6)-8*v^(-4)+ 8*v^(-2)-1)*z^6+ (-v^(-4)+ v^(-2))*z^8
13n_1017,(2*v^(-2)-2-2*v^2+ 5*v^4-2*v^6)+ (5*v^(-2)-7-7*v^2+ 9*v^4-v^6)*z^2+ (4*v^(-2)-9-9*v^2+ 5*v^4)*z^4+ (v^(-2)-5-5*v^2+ v^4)*z^6+ (-1-v^2)*z^8
13n_1018,(4*v^4-3*v^6-2*v^8+ 3*v^10-v^12)+ (7*v^4-5*v^6-5*v^8+ 6*v^10-v^12)*z^2+ (3*v^4-5*v^6-5*v^8+ 3*v^10)*z^4+ (-2*v^6-2*v^8)*z^6
13n_1019,(2*v^(-6)-4*v^(-4)+ 5-2*v^2)+ (3*v^(-6)-8*v^(-4)+ 8-3*v^2)*z^2+ (v^(-6)-5*v^(-4)+ 5-v^2)*z^4+ (-v^(-4)+ 1)*z^6
13n_1020,(2*v^(-4)-v^(-2)-3+ 3*v^2)+ (3*v^(-4)-5*v^(-2)-6+ 3*v^2)*z^2+ (v^(-4)-4*v^(-2)-4+ v^2)*z^4+ (-v^(-2)-1)*z^6
13n_1021,(2*v^(-4)-v^(-2)-2+ v^2+ v^4)+ (v^(-4)-3*v^(-2)-4)*z^2+ (-v^(-2)-1)*z^4
13n_1022,(-2*v^2+ 6*v^4-v^6-3*v^8+ v^10)+ (-5*v^2+ 12*v^4+ 4*v^6-7*v^8+ v^10)*z^2+ (-4*v^2+ 10*v^4+ 8*v^6-5*v^8)*z^4+ (-v^2+ 5*v^4+ 5*v^6-v^8)*z^6+ (v^4+ v^6)*z^8
13n_1023,(v^(-2)+ 1-5*v^2+ 6*v^4-2*v^6)+ (v^(-2)+ 3-14*v^2+ 10*v^4-v^6)*z^2+ (3-14*v^2+ 5*v^4)*z^4+ (1-6*v^2+ v^4)*z^6-v^2*z^8
13n_1024,(4*v^4-6*v^6+ 5*v^8-2*v^10)+ (7*v^4-10*v^6+ 9*v^8-2*v^10)*z^2+ (3*v^4-7*v^6+ 4*v^8)*z^4-2*v^6*z^6
13n_1025,(-2+ 4*v^2+ 2*v^4-4*v^6+ v^8)+ (-4+ 8*v^2+ 5*v^4-6*v^6+ v^8)*z^2+ (-2+ 6*v^2+ 5*v^4-3*v^6)*z^4+ (2*v^2+ 2*v^4)*z^6
13n_1026,(-2*v^(-2)+ 4+ v^2-3*v^4+ v^6)+ (-3*v^(-2)+ 7+ 2*v^2-6*v^4+ 2*v^6)*z^2+ (-v^(-2)+ 5+ v^2-4*v^4+ v^6)*z^4+ (1-v^4)*z^6
13n_1027,(-v^(-6)+ 3*v^(-4)-5*v^(-2)+ 6-2*v^2)+ (-v^(-6)+ 5*v^(-4)-9*v^(-2)+ 10-3*v^2)*z^2+ (2*v^(-4)-5*v^(-2)+ 6-v^2)*z^4+ (-v^(-2)+ 1)*z^6
13n_1028,(4-6*v^2+ 3*v^4)+ (5-14*v^2+ 7*v^4-v^6)*z^2+ (3-12*v^2+ 6*v^4-v^6)*z^4+ (1-5*v^2+ 2*v^4)*z^6-v^2*z^8
13n_1029,(-1+ 4*v^2-2*v^4)+ (-4+ 8*v^2+ v^4-4*v^6+ v^8)*z^2+ (-4+ 8*v^2+ 6*v^4-5*v^6)*z^4+ (-1+ 5*v^2+ 5*v^4-v^6)*z^6+ (v^2+ v^4)*z^8
13n_1030,(4*v^2-4*v^4-v^6+ 3*v^8-v^10)+ (6*v^2-9*v^4-2*v^6+ 4*v^8)*z^2+ (2*v^2-8*v^4-3*v^6+ v^8)*z^4+ (-2*v^4-v^6)*z^6
13n_1031,(2-4*v^2+ 4*v^4-v^8)+ (2-6*v^2+ 6*v^4)*z^2+ (-3*v^2+ 3*v^4-v^6)*z^4+ v^4*z^6
13n_1032,(5*v^6-5*v^8+ v^10)+ (-v^2+ 2*v^4+ 10*v^6-7*v^8+ v^10)*z^2+ (-v^2+ 2*v^4+ 7*v^6-3*v^8)*z^4+ (v^4+ 2*v^6)*z^6
13n_1033,(-3*v^(-4)+ 6*v^(-2)-2)+ (-4*v^(-4)+ 11*v^(-2)-3-2*v^2+ v^4)*z^2+ (-v^(-4)+ 7*v^(-2)-2-2*v^2+ v^4)*z^4+ (v^(-2)-1-v^2)*z^6
