Name,HOMFLY
11n_117,(v^(-2)+ 1-3*v^2+ 2*v^4)+ (v^(-2)-1-5*v^2+ 2*v^4)*z^2+ (-1-2*v^2)*z^4
11n_118,(4*v^4-5*v^6+ 3*v^8-v^10)+ (7*v^4-8*v^6+ 4*v^8)*z^2+ (2*v^4-5*v^6+ v^8)*z^4-v^6*z^6
11n_119,(2*v^(-4)-5*v^(-2)+ 5-v^2)+ (2*v^(-4)-8*v^(-2)+ 7-2*v^2)*z^2+ (v^(-4)-4*v^(-2)+ 3)*z^4+ (-v^(-2))*z^6
11n_120,(2-3*v^2+ 3*v^4-v^6)+ (4-10*v^2+ 7*v^4-v^6)*z^2+ (4-12*v^2+ 5*v^4)*z^4+ (1-6*v^2+ v^4)*z^6-v^2*z^8
11n_121,(-2*v^(-8)+ 2*v^(-6)+ v^(-4))+ (-v^(-8)+ 5*v^(-6)-v^(-4)+ 2*v^(-2))*z^2+ (2*v^(-6)-3*v^(-4)+ v^(-2))*z^4+ (-v^(-4))*z^6
11n_122,(v^(-8)-v^(-6)-2*v^(-4)+ 3*v^(-2))+ (v^(-8)-2*v^(-6)-2*v^(-4)+ 2*v^(-2))*z^2+ (-v^(-6)-v^(-4))*z^4
11n_123,(v^(-6)-2*v^(-4)+ 2*v^(-2)-1+ v^2)+ (-3*v^(-4)+ 3*v^(-2)-1-v^2)*z^2+ (2*v^(-2)+ 1)*z^4
11n_124,(v^(-2)-1+ v^2)+ (v^(-2)-4+ 3*v^2-v^4)*z^2+ (-2+ 3*v^2-v^4)*z^4+ v^2*z^6
11n_125,1+ (1-3*v^2+ 3*v^4-v^6)*z^2+ (-2*v^2+ 3*v^4-v^6)*z^4+ v^4*z^6
11n_126,(v^6+ 5*v^8-7*v^10+ 2*v^12)+ (3*v^6+ 13*v^8-9*v^10)*z^2+ (4*v^6+ 10*v^8-2*v^10)*z^4+ (v^6+ 2*v^8)*z^6
11n_127,(v^(-8)-4*v^(-6)+ 4*v^(-4))+ (v^(-8)-5*v^(-6)+ 7*v^(-4)-v^(-2))*z^2+ (-2*v^(-6)+ 4*v^(-4)-v^(-2))*z^4+ (v^(-4))*z^6
11n_128,(2-2*v^2+ v^4)+ (-2*v^(-2)+ 5-5*v^2+ v^4)*z^2+ (-v^(-2)+ 4-2*v^2)*z^4+ z^6
11n_129,(-3*v^(-6)+ 6*v^(-4)-3*v^(-2)+ 1)+ (-3*v^(-6)+ 10*v^(-4)-5*v^(-2)+ 1)*z^2+ (-v^(-6)+ 5*v^(-4)-2*v^(-2))*z^4+ (v^(-4))*z^6
11n_130,(v^(-4)-2*v^(-2)+ 2)+ (2*v^(-4)-6*v^(-2)+ 4-v^2)*z^2+ (v^(-4)-4*v^(-2)+ 2)*z^4+ (-v^(-2))*z^6
11n_131,(-v^(-4)+ 2*v^(-2))+ (v^(-6)-3*v^(-4)+ 4*v^(-2)-1)*z^2+ (-2*v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-2))*z^6
11n_132,(-v^(-6)+ v^(-4)+ v^(-2))+ (-v^(-6)+ 2*v^(-4)+ 2*v^(-2)-1)*z^2+ (v^(-4)+ v^(-2))*z^4
11n_133,(v^2+ v^4-v^6)+ (-2*v^2+ 8*v^4-5*v^6+ v^8)*z^2+ (-4*v^2+ 11*v^4-5*v^6)*z^4+ (-v^2+ 6*v^4-v^6)*z^6+ v^4*z^8
11n_134,(v^(-6)-3*v^(-4)+ 3*v^(-2))+ (v^(-8)-4*v^(-4)+ 3*v^(-2))*z^2+ (-v^(-6)-2*v^(-4))*z^4
11n_135,(3*v^2-2*v^4-v^6+ v^8)+ (4*v^2-6*v^4+ v^8)*z^2+ (v^2-5*v^4)*z^4-v^4*z^6
11n_136,(2*v^6+ v^8-2*v^10)+ (5*v^6+ 8*v^8-5*v^10)*z^2+ (4*v^6+ 8*v^8-2*v^10)*z^4+ (v^6+ 2*v^8)*z^6
11n_137,(-3*v^(-8)+ 4*v^(-6))+ (-2*v^(-8)+ 8*v^(-6)-2*v^(-4)+ 2*v^(-2))*z^2+ (3*v^(-6)-3*v^(-4)+ v^(-2))*z^4+ (-v^(-4))*z^6
11n_138,(2*v^(-4)-2*v^(-2)-1+ 2*v^2)+ (v^(-4)-3*v^(-2)-3+ v^2)*z^2+ (-v^(-2)-1)*z^4
11n_139,(1+ v^2-v^4-v^6+ v^8)+ (-v^4-v^6)*z^2
11n_140,(-2*v^(-8)+ 2*v^(-6)+ v^(-4))+ (3*v^(-6)+ v^(-4)+ 1)*z^2+ (-v^(-4)-v^(-2))*z^4
11n_141,(v^(-6)-v^(-2)-1+ 2*v^2)+ (-v^(-4)-2*v^(-2)-2)*z^2
11n_142,(v^(-6)-v^(-4)+ v^(-2)-2+ 2*v^2)+ (-2*v^(-4)+ v^(-2)-3)*z^2+ (v^(-2))*z^4
11n_143,(v^(-2)-v^2+ v^4)+ (v^(-2)-6*v^2+ 3*v^4)*z^2+ (-5*v^2+ v^4)*z^4-v^2*z^6
11n_144,(3*v^4-3*v^6+ 2*v^8-v^10)+ (5*v^4-4*v^6+ 4*v^8-v^10)*z^2+ (2*v^4-3*v^6+ 2*v^8)*z^4-v^6*z^6
11n_145,(-2*v^(-2)+ 5-2*v^2)+ (-4*v^(-2)+ 9-2*v^2-v^4)*z^2+ (-v^(-2)+ 6)*z^4+ z^6
11n_146,(-v^2+ 5*v^4-3*v^6)+ (-v^2+ 8*v^4-4*v^6+ v^8)*z^2+ (-v^2+ 4*v^4-2*v^6)*z^4+ v^4*z^6
11n_147,(3*v^4-2*v^6)+ (-3*v^2+ 11*v^4-6*v^6+ v^8)*z^2+ (-4*v^2+ 12*v^4-5*v^6)*z^4+ (-v^2+ 6*v^4-v^6)*z^6+ v^4*z^8
11n_148,(-1+ 3*v^2-v^6)+ (1-v^2+ 4*v^4-v^6)*z^2+ (3-7*v^2+ 4*v^4)*z^4+ (1-5*v^2+ v^4)*z^6-v^2*z^8
11n_149,(2*v^2-2*v^6+ v^8)+ (-2*v^2+ 7*v^4-6*v^6+ v^8)*z^2+ (-4*v^2+ 11*v^4-5*v^6)*z^4+ (-v^2+ 6*v^4-v^6)*z^6+ v^4*z^8
11n_150,(1+ v^4-2*v^6+ v^8)+ (-1+ 3*v^4-3*v^6)*z^2+ (-1+ 2*v^2+ 3*v^4-v^6)*z^4+ (v^2+ v^4)*z^6
11n_151,(4-7*v^2+ 5*v^4-v^6)+ (4-13*v^2+ 9*v^4-2*v^6)*z^2+ (1-7*v^2+ 5*v^4-v^6)*z^4+ (-v^2+ v^4)*z^6
11n_152,(4-7*v^2+ 5*v^4-v^6)+ (4-13*v^2+ 9*v^4-2*v^6)*z^2+ (1-7*v^2+ 5*v^4-v^6)*z^4+ (-v^2+ v^4)*z^6
11n_153,(3-4*v^2+ 2*v^4)+ (-4*v^(-2)+ 9-8*v^2+ v^4)*z^2+ (-4*v^(-2)+ 12-5*v^2)*z^4+ (-v^(-2)+ 6-v^2)*z^6+ z^8
11n_154,(2-3*v^2+ 3*v^4-v^6)+ (2-6*v^2+ 5*v^4-v^6)*z^2+ (-3*v^2+ 3*v^4-v^6)*z^4+ v^4*z^6
11n_155,(v^(-2)-v^4+ v^6)+ (-2*v^(-2)+ 1+ v^2-3*v^4)*z^2+ (-v^(-2)+ 3+ 3*v^2-v^4)*z^4+ (1+ v^2)*z^6
11n_156,(-v^(-2)+ 3-v^2)+ (-2*v^(-2)+ 6-4*v^2+ v^4)*z^2+ (3-3*v^2+ v^4)*z^4-v^2*z^6
11n_157,1+ (v^(-4)-3*v^(-2)+ 3-v^2)*z^2+ (v^(-4)-3*v^(-2)+ 2)*z^4+ (-v^(-2))*z^6
11n_158,(v^2+ 2*v^4-3*v^6+ v^8)+ (-3*v^2+ 10*v^4-7*v^6+ v^8)*z^2+ (-4*v^2+ 12*v^4-5*v^6)*z^4+ (-v^2+ 6*v^4-v^6)*z^6+ v^4*z^8
11n_159,(-v^(-6)+ v^(-4)+ v^(-2))+ (v^(-8)-3*v^(-6)+ 4*v^(-4))*z^2+ (-2*v^(-6)+ 3*v^(-4)-v^(-2))*z^4+ (v^(-4))*z^6
11n_160,(2-4*v^2+ 5*v^4-2*v^6)+ (2-7*v^2+ 8*v^4-2*v^6)*z^2+ (-3*v^2+ 4*v^4-v^6)*z^4+ v^4*z^6
11n_161,(2*v^2-2*v^6+ v^8)+ (-2+ 3*v^2+ 2*v^4-3*v^6)*z^2+ (-1+ 3*v^2+ 3*v^4-v^6)*z^4+ (v^2+ v^4)*z^6
11n_162,(v^2+ 2*v^4-4*v^6+ 3*v^8-v^10)+ (2*v^2+ v^4-4*v^6+ 3*v^8)*z^2+ (-v^4-2*v^6)*z^4
11n_163,(1+ v^2-2*v^4+ v^6)+ (2*v^2-5*v^4+ 2*v^6)*z^2+ (-1+ 2*v^2-3*v^4)*z^4+ v^2*z^6
11n_164,(v^2+ 2*v^4-3*v^6+ v^8)+ (2*v^2-v^4)*z^2+ (v^2-3*v^4+ v^6)*z^4-v^4*z^6
11n_165,(v^(-4)-2*v^(-2)+ 2)+ (-v^(-2)-1+ 2*v^2-v^4)*z^2+ (v^(-2)-2+ 2*v^2)*z^4-z^6
11n_166,(3-5*v^2+ 4*v^4-v^6)+ (5-13*v^2+ 8*v^4-v^6)*z^2+ (4-13*v^2+ 5*v^4)*z^4+ (1-6*v^2+ v^4)*z^6-v^2*z^8
11n_167,(-v^2+ 5*v^4-3*v^6)+ (1-3*v^2+ 8*v^4-2*v^6)*z^2+ (-2*v^2+ 4*v^4-v^6)*z^4+ v^4*z^6
11n_168,(-1+ 3*v^2-v^6)+ (v^(-2)-3+ 5*v^2)*z^2+ (-2+ 3*v^2-v^4)*z^4+ v^2*z^6
11n_169,(6*v^8-6*v^10+ v^12)+ (3*v^6+ 14*v^8-8*v^10)*z^2+ (4*v^6+ 10*v^8-2*v^10)*z^4+ (v^6+ 2*v^8)*z^6
11n_170,(-2*v^(-8)+ 3*v^(-6)-v^(-4)+ v^(-2))+ (4*v^(-6)-2*v^(-4)+ v^(-2)+ 1)*z^2+ (-2*v^(-4)-v^(-2))*z^4
11n_171,(2*v^6+ v^8-2*v^10)+ (v^4+ 6*v^6+ 3*v^8-2*v^10)*z^2+ (v^4+ 3*v^6+ 2*v^8)*z^4
11n_172,(-v^(-6)+ 3*v^(-4)-3*v^(-2)+ 2)+ (-v^(-6)+ 5*v^(-4)-6*v^(-2)+ 2)*z^2+ (2*v^(-4)-4*v^(-2)+ 1)*z^4+ (-v^(-2))*z^6
11n_173,(-2*v^2+ 7*v^4-4*v^6)+ (-4*v^2+ 15*v^4-7*v^6+ v^8)*z^2+ (-4*v^2+ 13*v^4-5*v^6)*z^4+ (-v^2+ 6*v^4-v^6)*z^6+ v^4*z^8
11n_174,(3*v^4-3*v^6+ 2*v^8-v^10)+ (7*v^4-8*v^6+ 6*v^8-v^10)*z^2+ (3*v^4-7*v^6+ 3*v^8)*z^4-2*v^6*z^6
11n_175,(3*v^4-3*v^6+ 2*v^8-v^10)+ (2*v^2+ 2*v^4-3*v^6+ 3*v^8)*z^2+ (v^2-2*v^4-3*v^6+ v^8)*z^4+ (-v^4-v^6)*z^6
11n_176,(v^(-8)-2*v^(-6)+ 2*v^(-2))+ (v^(-8)-4*v^(-6)+ 3*v^(-4))*z^2+ (-2*v^(-6)+ 3*v^(-4)-v^(-2))*z^4+ (v^(-4))*z^6
11n_177,(1-v^2+ 2*v^4-v^6)+ (2-5*v^2+ 5*v^4-v^6)*z^2+ (3-8*v^2+ 4*v^4)*z^4+ (1-5*v^2+ v^4)*z^6-v^2*z^8
11n_178,(-v^2+ 5*v^4-3*v^6)+ (-3*v^2+ 12*v^4-6*v^6+ v^8)*z^2+ (-2*v^2+ 8*v^4-3*v^6)*z^4+ 2*v^4*z^6
11n_179,(v^(-2)-3+ 5*v^2-2*v^4)+ (v^(-2)-5+ 7*v^2-2*v^4)*z^2+ (v^(-2)-3+ 3*v^2)*z^4-z^6
11n_180,(5*v^8-4*v^10)+ (4*v^6+ 12*v^8-6*v^10)*z^2+ (4*v^6+ 9*v^8-2*v^10)*z^4+ (v^6+ 2*v^8)*z^6
11n_181,(v^6+ 3*v^8-3*v^10)+ (2*v^4+ 4*v^6+ 5*v^8-2*v^10)*z^2+ (v^4+ 2*v^6+ 2*v^8)*z^4
11n_182,(2*v^(-4)-3*v^(-2)+ 1+ v^2)+ (v^(-4)-6*v^(-2)+ 4-2*v^2)*z^2+ (-4*v^(-2)+ 8-3*v^2)*z^4+ (-v^(-2)+ 5-v^2)*z^6+ z^8
11n_183,(2*v^6+ 2*v^8-4*v^10+ v^12)+ (8*v^6+ 2*v^8-3*v^10)*z^2+ (6*v^6+ v^8)*z^4+ v^6*z^6
11n_184,(4*v^4-4*v^6+ v^8)+ (-3*v^2+ 11*v^4-7*v^6+ v^8)*z^2+ (-2*v^2+ 8*v^4-3*v^6)*z^4+ 2*v^4*z^6
11n_185,(4*v^4-4*v^6+ v^8)+ (7*v^4-9*v^6+ 5*v^8-v^10)*z^2+ (3*v^4-7*v^6+ 3*v^8)*z^4-2*v^6*z^6
12a_1,(-v^(-6)+ 5*v^(-4)-8*v^(-2)+ 6-v^2)+ (-v^(-6)+ 7*v^(-4)-16*v^(-2)+ 13-4*v^2)*z^2+ (3*v^(-4)-11*v^(-2)+ 12-3*v^2)*z^4+ (-3*v^(-2)+ 5-v^2)*z^6+ z^8
12a_2,(2*v^(-4)-6*v^(-2)+ 8-4*v^2+ v^4)+ (v^(-4)-9*v^(-2)+ 16-12*v^2+ 3*v^4)*z^2+ (-3*v^(-2)+ 12-11*v^2+ 3*v^4)*z^4+ (3-5*v^2+ v^4)*z^6-v^2*z^8
12a_3,(v^(-6)-2*v^(-4)+ v^(-2)+ 2-2*v^2+ v^4)+ (-3*v^(-4)+ 3*v^(-2)+ 1-4*v^2+ v^4)*z^2+ (3*v^(-2)-2*v^2+ v^4)*z^4+ (-1-v^2)*z^6
12a_4,(2*v^(-4)-5*v^(-2)+ 7-5*v^2+ 2*v^4)+ (2*v^(-4)-11*v^(-2)+ 15-11*v^2+ 2*v^4)*z^2+ (v^(-4)-7*v^(-2)+ 13-7*v^2+ v^4)*z^4+ (-2*v^(-2)+ 5-2*v^2)*z^6+ z^8
12a_5,(v^(-2)-2*v^2+ 4*v^4-3*v^6+ v^8)+ (v^(-2)-2-4*v^2+ 7*v^4-5*v^6+ v^8)*z^2+ (-2-v^2+ 5*v^4-3*v^6)*z^4+ (v^2+ 2*v^4)*z^6
12a_6,(-v^(-2)+ 6-8*v^2+ 5*v^4-v^6)+ (-2*v^(-2)+ 10-17*v^2+ 10*v^4-2*v^6)*z^2+ (-v^(-2)+ 7-13*v^2+ 7*v^4-v^6)*z^4+ (2-5*v^2+ 2*v^4)*z^6-v^2*z^8
12a_7,(v^(-8)-3*v^(-6)+ 4*v^(-4)-3*v^(-2)+ 2)+ (v^(-8)-6*v^(-6)+ 10*v^(-4)-8*v^(-2)+ 2)*z^2+ (-3*v^(-6)+ 9*v^(-4)-8*v^(-2)+ 2)*z^4+ (3*v^(-4)-4*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_8,(v^(-4)-4*v^(-2)+ 8-6*v^2+ 2*v^4)+ (2*v^(-4)-9*v^(-2)+ 15-12*v^2+ 3*v^4)*z^2+ (v^(-4)-7*v^(-2)+ 12-8*v^2+ v^4)*z^4+ (-2*v^(-2)+ 5-2*v^2)*z^6+ z^8
12a_9,(v^(-4)-2*v^(-2)+ 2+ v^2-2*v^4+ v^6)+ (v^(-4)-4*v^(-2)+ 2+ 2*v^2-4*v^4+ v^6)*z^2+ (-2*v^(-2)+ 2+ 2*v^2-2*v^4)*z^4+ (1+ v^2)*z^6
12a_10,(v^(-2)-3*v^2+ 5*v^4-2*v^6)+ (v^(-2)-2-4*v^2+ 8*v^4-4*v^6+ v^8)*z^2+ (-2-v^2+ 5*v^4-3*v^6)*z^4+ (v^2+ 2*v^4)*z^6
12a_11,(-2*v^(-10)+ 6*v^(-8)-8*v^(-6)+ 5*v^(-4))+ (-v^(-10)+ 9*v^(-8)-16*v^(-6)+ 13*v^(-4)-2*v^(-2))*z^2+ (3*v^(-8)-12*v^(-6)+ 11*v^(-4)-3*v^(-2))*z^4+ (-3*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8
12a_12,(-v^(-10)+ 2*v^(-8)-v^(-6)-v^(-4)+ 2*v^(-2))+ (3*v^(-8)-3*v^(-6)-v^(-4)+ 4*v^(-2)-1)*z^2+ (-3*v^(-6)+ 2*v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6
12a_13,(-v^(-6)+ 3*v^(-4)-4*v^(-2)+ 4-v^2)+ (-v^(-6)+ 6*v^(-4)-10*v^(-2)+ 8-2*v^2)*z^2+ (3*v^(-4)-9*v^(-2)+ 8-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ z^8
12a_14,(v^(-8)-3*v^(-6)+ 4*v^(-4)-3*v^(-2)+ 2)+ (v^(-8)-6*v^(-6)+ 10*v^(-4)-8*v^(-2)+ 2)*z^2+ (-3*v^(-6)+ 9*v^(-4)-8*v^(-2)+ 2)*z^4+ (3*v^(-4)-4*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_15,(-v^(-6)+ 3*v^(-4)-4*v^(-2)+ 4-v^2)+ (-v^(-6)+ 6*v^(-4)-10*v^(-2)+ 8-2*v^2)*z^2+ (3*v^(-4)-9*v^(-2)+ 8-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ z^8
12a_16,(v^(-4)-3*v^(-2)+ 6-5*v^2+ 2*v^4)+ (2*v^(-4)-9*v^(-2)+ 13-10*v^2+ 2*v^4)*z^2+ (v^(-4)-7*v^(-2)+ 12-7*v^2+ v^4)*z^4+ (-2*v^(-2)+ 5-2*v^2)*z^6+ z^8
12a_17,(-v^(-2)+ 5-6*v^2+ 4*v^4-v^6)+ (-2*v^(-2)+ 10-15*v^2+ 8*v^4-v^6)*z^2+ (-v^(-2)+ 7-13*v^2+ 6*v^4-v^6)*z^4+ (2-5*v^2+ 2*v^4)*z^6-v^2*z^8
12a_18,(2*v^(-4)-5*v^(-2)+ 6-3*v^2+ v^4)+ (v^(-4)-9*v^(-2)+ 14-10*v^2+ 2*v^4)*z^2+ (-3*v^(-2)+ 12-10*v^2+ 3*v^4)*z^4+ (3-5*v^2+ v^4)*z^6-v^2*z^8
12a_19,(v^(-8)-4*v^(-6)+ 6*v^(-4)-4*v^(-2)+ 2)+ (v^(-8)-7*v^(-6)+ 14*v^(-4)-11*v^(-2)+ 3)*z^2+ (-3*v^(-6)+ 11*v^(-4)-11*v^(-2)+ 3)*z^4+ (3*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_20,(-v^(-6)+ 4*v^(-4)-6*v^(-2)+ 5-v^2)+ (-v^(-6)+ 7*v^(-4)-14*v^(-2)+ 11-3*v^2)*z^2+ (3*v^(-4)-11*v^(-2)+ 11-3*v^2)*z^4+ (-3*v^(-2)+ 5-v^2)*z^6+ z^8
12a_21,(v^2+ v^4-2*v^6+ 2*v^8-v^10)+ (2*v^2+ v^4-3*v^6+ 3*v^8)*z^2+ (v^2-v^4-4*v^6+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_22,(v^(-8)-3*v^(-6)+ 3*v^(-4)-1+ v^2)+ (-3*v^(-6)+ 5*v^(-4)-v^(-2)-3+ v^2)*z^2+ (3*v^(-4)-v^(-2)-2+ v^2)*z^4+ (-v^(-2)-1)*z^6
12a_23,(v^(-6)-v^(-4)-v^(-2)+ 3-2*v^2+ v^4)+ (-3*v^(-4)+ v^(-2)+ 3-5*v^2+ v^4)*z^2+ (3*v^(-2)+ 1-2*v^2+ v^4)*z^4+ (-1-v^2)*z^6
12a_24,(2-4*v^2+ 6*v^4-4*v^6+ v^8)+ (3-10*v^2+ 13*v^4-8*v^6+ 2*v^8)*z^2+ (1-8*v^2+ 11*v^4-7*v^6+ v^8)*z^4+ (-2*v^2+ 5*v^4-2*v^6)*z^6+ v^4*z^8
12a_25,(v^(-6)-2*v^(-4)+ 2*v^(-2)-1+ v^2)+ (-3*v^(-4)+ 3*v^(-2)-1-v^2)*z^2+ (3*v^(-2)-v^2+ v^4)*z^4+ (-1-v^2)*z^6
12a_26,(-2*v^(-10)+ 5*v^(-8)-6*v^(-6)+ 4*v^(-4))+ (-v^(-10)+ 9*v^(-8)-14*v^(-6)+ 11*v^(-4)-v^(-2))*z^2+ (3*v^(-8)-12*v^(-6)+ 10*v^(-4)-3*v^(-2))*z^4+ (-3*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8
12a_27,(-v^(-10)+ 2*v^(-8)-2*v^(-6)+ v^(-4)+ v^(-2))+ (3*v^(-8)-3*v^(-6)+ v^(-4)+ 2*v^(-2))*z^2+ (-3*v^(-6)+ v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6
12a_28,(v^(-2)-2+ 3*v^2-v^4)+ (v^(-2)-3+ 3*v^2-v^4-v^6+ v^8)*z^2+ (-2+ v^2-2*v^6)*z^4+ (v^2+ v^4)*z^6
12a_29,(v^(-8)-5*v^(-6)+ 10*v^(-4)-9*v^(-2)+ 4)+ (v^(-8)-7*v^(-6)+ 17*v^(-4)-17*v^(-2)+ 5)*z^2+ (-3*v^(-6)+ 11*v^(-4)-13*v^(-2)+ 3)*z^4+ (3*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_30,(-2*v^(-6)+ 7*v^(-4)-10*v^(-2)+ 8-2*v^2)+ (-v^(-6)+ 9*v^(-4)-18*v^(-2)+ 15-4*v^2)*z^2+ (3*v^(-4)-12*v^(-2)+ 12-3*v^2)*z^4+ (-3*v^(-2)+ 5-v^2)*z^6+ z^8
12a_31,(v^(-2)-1+ 3*v^4-3*v^6+ v^8)+ (v^(-2)-3+ 4*v^4-4*v^6+ v^8)*z^2+ (-2+ v^2+ 2*v^4-2*v^6)*z^4+ (v^2+ v^4)*z^6
12a_32,(-v^(-8)+ 3*v^(-6)-3*v^(-4)+ v^(-2)+ 1)+ (3*v^(-6)-5*v^(-4)+ v^(-2)+ 2-v^2)*z^2+ (-3*v^(-4)+ v^(-2)+ 2-v^2)*z^4+ (v^(-2)+ 1)*z^6
12a_33,(-2*v^(-6)+ 7*v^(-4)-10*v^(-2)+ 8-2*v^2)+ (-v^(-6)+ 9*v^(-4)-18*v^(-2)+ 15-4*v^2)*z^2+ (3*v^(-4)-12*v^(-2)+ 12-3*v^2)*z^4+ (-3*v^(-2)+ 5-v^2)*z^6+ z^8
12a_34,(3*v^4-4*v^6+ 4*v^8-2*v^10)+ (7*v^4-7*v^6+ 5*v^8)*z^2+ (5*v^4-8*v^6-2*v^8+ 3*v^10)*z^4+ (v^4-5*v^6-4*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
12a_35,(v^2+ v^8-v^10)+ (2*v^2+ v^4-v^6+ v^8+ v^10)*z^2+ (v^2-v^4-4*v^6-v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_36,(4*v^4-7*v^6+ 8*v^8-5*v^10+ v^12)+ (8*v^4-12*v^6+ 11*v^8-3*v^10)*z^2+ (5*v^4-10*v^6+ 2*v^8+ 2*v^10)*z^4+ (v^4-5*v^6-3*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
12a_37,(2*v^2-3*v^4+ 4*v^6-2*v^8)+ (3*v^2-4*v^4+ 5*v^6-2*v^8+ v^10)*z^2+ (v^2-3*v^4-2*v^8+ v^10)*z^4+ (-v^4-v^6-v^8)*z^6
12a_38,(1-v^2+ v^4+ v^6-v^8)+ (1-v^2+ v^4+ v^6-v^8+ v^10)*z^2+ (-v^2-v^4-v^6-v^8)*z^4
12a_39,(-3*v^(-6)+ 7*v^(-4)-6*v^(-2)+ 4-v^2)+ (-3*v^(-6)+ 13*v^(-4)-14*v^(-2)+ 9-2*v^2)*z^2+ (-v^(-6)+ 8*v^(-4)-12*v^(-2)+ 7-v^2)*z^4+ (2*v^(-4)-5*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_40,(2-5*v^2+ 8*v^4-5*v^6+ v^8)+ (4-13*v^2+ 16*v^4-7*v^6+ v^8)*z^2+ (3-12*v^2+ 11*v^4-3*v^6)*z^4+ (1-5*v^2+ 3*v^4)*z^6-v^2*z^8
12a_41,(-v^(-8)-2*v^(-6)+ 6*v^(-4)-2*v^(-2))+ (-3*v^(-8)+ v^(-6)+ 13*v^(-4)-5*v^(-2))*z^2+ (-3*v^(-8)+ 5*v^(-6)+ 11*v^(-4)-4*v^(-2))*z^4+ (-v^(-8)+ 4*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_42,(-2*v^(-8)+ 3*v^(-6)-2*v^(-4)+ 3*v^(-2)-1)+ (-2*v^(-8)+ 5*v^(-6)-v^(-4)+ 5*v^(-2)-2)*z^2+ (-v^(-8)+ 3*v^(-6)+ v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-6)+ v^(-4)+ v^(-2))*z^6
12a_43,(v^6+ 4*v^8-4*v^10-v^12+ v^14)+ (3*v^6+ 11*v^8-3*v^10-5*v^12+ v^14)*z^2+ (3*v^6+ 10*v^8+ 3*v^10-3*v^12)*z^4+ (v^6+ 3*v^8+ 2*v^10)*z^6
12a_44,(v^2+ 2*v^4-5*v^6+ 6*v^8-4*v^10+ v^12)+ (2*v^2+ 3*v^4-11*v^6+ 12*v^8-4*v^10)*z^2+ (v^2-9*v^6+ 6*v^8)*z^4+ (-v^4-3*v^6)*z^6
12a_45,(-2*v^(-6)+ 3*v^(-4)-2*v^(-2)+ 4-2*v^2)+ (-3*v^(-6)+ 8*v^(-4)-5*v^(-2)+ 8-3*v^2)*z^2+ (-v^(-6)+ 7*v^(-4)-6*v^(-2)+ 7-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_46,(-v^(-6)+ 3*v^(-2)-2+ 2*v^2-v^4)+ (-v^(-6)+ 2*v^(-4)+ 3*v^(-2)-2+ 3*v^2-v^4)*z^2+ (2*v^(-4)-1+ 2*v^2)*z^4+ (-v^(-2)-1)*z^6
12a_47,(v^2-v^6+ 4*v^8-4*v^10+ v^12)+ (2*v^2-3*v^6+ 9*v^8-4*v^10)*z^2+ (v^2-v^4-4*v^6+ 5*v^8)*z^4+ (-v^4-2*v^6)*z^6
12a_48,(2*v^(-4)-5*v^(-2)+ 5-v^2)+ (2*v^(-4)-9*v^(-2)+ 10-5*v^2+ v^4)*z^2+ (v^(-4)-6*v^(-2)+ 9-5*v^2+ v^4)*z^4+ (-2*v^(-2)+ 4-2*v^2)*z^6+ z^8
12a_49,(-v^(-8)-2*v^(-6)+ 6*v^(-4)-2*v^(-2))+ (-v^(-8)-2*v^(-6)+ 12*v^(-4)-2*v^(-2)-1)*z^2+ (-v^(-8)+ 9*v^(-4)-1)*z^4+ (v^(-6)+ 3*v^(-4)+ v^(-2))*z^6
12a_50,(-2*v^(-6)+ v^(-4)+ 3*v^(-2)-v^2)+ (-3*v^(-6)+ 6*v^(-4)+ v^(-2)+ 5-3*v^2)*z^2+ (-v^(-6)+ 7*v^(-4)-4*v^(-2)+ 7-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
