0_1 | 1
13a_694 | -1*v^4*z^8 + -1*v^2*z^8 + 2*v^6*z^6 + -3*v^4*z^6 + -3*v^2*z^6 + z^6 + -1*v^8*z^4 + 5*v^6*z^4 + -6*v^4*z^4 + -3*v^2*z^4 + 2*z^4 + -1*v^8*z^2 + 5*v^6*z^2 + -7*v^4*z^2 + 2*v^2*z^2 + z^2 + v^6 + -3*v^4 + 3*v^2
13a_695 | v^-2*z^10 + -2*z^8 + 7*v^-2*z^8 + -1*v^-4*z^8 + v^2*z^6 + -10*z^6 + 19*v^-2*z^6 + -5*v^-4*z^6 + 3*v^2*z^4 + -14*z^4 + 24*v^-2*z^4 + -8*v^-4*z^4 + -3*z^2 + 11*v^-2*z^2 + -5*v^-4*z^2 + -2*v^2 + 4 + -1*v^-4
13a_696 | z^8 + v^-2*z^8 + -2*v^2*z^6 + 2*z^6 + 4*v^-2*z^6 + -1*v^-4*z^6 + v^4*z^4 + -3*v^2*z^4 + 8*v^-2*z^4 + -3*v^-4*z^4 + v^2*z^2 + -3*z^2 + 7*v^-2*z^2 + -3*v^-4*z^2 + -1*v^4 + 2*v^2 + -1 + 2*v^-2 + -1*v^-4
13a_697 | v^-2*z^10 + -1*z^8 + 6*v^-2*z^8 + -2*v^-4*z^8 + -4*z^6 + 13*v^-2*z^6 + -9*v^-4*z^6 + v^-6*z^6 + -4*z^4 + 10*v^-2*z^4 + -11*v^-4*z^4 + 3*v^-6*z^4 + z^2 + -2*v^-2*z^2 + v^-4*z^2 + v^-6*z^2 + 2 + -4*v^-2 + 5*v^-4 + -2*v^-6
13a_698 | z^8 + v^-2*z^8 + -1*v^2*z^6 + 3*z^6 + 2*v^-2*z^6 + -2*v^-4*z^6 + -2*v^2*z^4 + 3*z^4 + -4*v^-4*z^4 + v^-6*z^4 + -1*v^-2*z^2 + v^-6*z^2 + v^2 + -1 + 2*v^-4 + -1*v^-6
13a_699 | -1*v^4*z^8 + -1*v^2*z^8 + v^6*z^6 + -2*v^4*z^6 + -2*v^2*z^6 + 2*z^6 + v^6*z^4 + -4*v^2*z^4 + 4*z^4 + -1*v^-2*z^4 + -1*v^6*z^2 + 5*v^4*z^2 + -8*v^2*z^2 + 4*z^2 + -1*v^-2*z^2 + -1*v^6 + 4*v^4 + -5*v^2 + 3
13a_700 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 4*v^6*z^6 + 3*v^4*z^6 + -2*v^2*z^6 + -3*v^8*z^4 + 6*v^6*z^4 + v^4*z^4 + -7*v^2*z^4 + z^4 + -2*v^8*z^2 + 6*v^6*z^2 + -2*v^4*z^2 + -6*v^2*z^2 + 3*z^2 + -1*v^8 + 3*v^6 + -2*v^4 + -1*v^2 + 2
13a_701 | -1*z^10 + v^2*z^8 + -8*z^8 + 2*v^-2*z^8 + 6*v^2*z^6 + -26*z^6 + 13*v^-2*z^6 + -1*v^-4*z^6 + 13*v^2*z^4 + -42*z^4 + 32*v^-2*z^4 + -5*v^-4*z^4 + 11*v^2*z^2 + -34*z^2 + 34*v^-2*z^2 + -9*v^-4*z^2 + 3*v^2 + -10 + 13*v^-2 + -5*v^-4
13a_702 | -1*v^2*z^8 + -1*z^8 + v^4*z^6 + -5*v^2*z^6 + -4*z^6 + 2*v^-2*z^6 + 4*v^4*z^4 + -9*v^2*z^4 + -4*z^4 + 8*v^-2*z^4 + -1*v^-4*z^4 + 4*v^4*z^2 + -8*v^2*z^2 + -1*z^2 + 9*v^-2*z^2 + -3*v^-4*z^2 + v^4 + -2*v^2 + 4*v^-2 + -2*v^-4
13a_703 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 3*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 3*v^2*z^4 + 5*z^4 + -6*v^-2*z^4 + v^-4*z^4 + -1*v^4*z^2 + v^2*z^2 + 6*z^2 + -7*v^-2*z^2 + 2*v^-4*z^2 + -1*v^4 + v^2 + 3 + -3*v^-2 + v^-4
13a_704 | v^2*z^10 + -1*v^4*z^8 + 6*v^2*z^8 + -2*z^8 + -4*v^4*z^6 + 13*v^2*z^6 + -9*z^6 + v^-2*z^6 + -4*v^4*z^4 + 11*v^2*z^4 + -11*z^4 + 3*v^-2*z^4 + v^2*z^2 + -1*z^2 + v^-2*z^2 + -1*v^2 + 3 + -1*v^-2
13a_705 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 3*v^2*z^4 + z^4 + -4*v^-2*z^4 + v^-4*z^4 + -1*v^2*z^2 + 2*z^2 + -2*v^-2*z^2 + v^-4*z^2 + v^4 + -3*v^2 + 4 + -1*v^-2
13a_706 | -1*z^10 + v^2*z^8 + -8*z^8 + 2*v^-2*z^8 + 6*v^2*z^6 + -25*z^6 + 13*v^-2*z^6 + -1*v^-4*z^6 + 12*v^2*z^4 + -38*z^4 + 30*v^-2*z^4 + -5*v^-4*z^4 + 9*v^2*z^2 + -29*z^2 + 29*v^-2*z^2 + -8*v^-4*z^2 + 3*v^2 + -9 + 11*v^-2 + -4*v^-4
13a_707 | -1*v^2*z^8 + -1*z^8 + v^4*z^6 + -4*v^2*z^6 + -4*z^6 + 2*v^-2*z^6 + 3*v^4*z^4 + -5*v^2*z^4 + -6*z^4 + 8*v^-2*z^4 + -1*v^-4*z^4 + 2*v^4*z^2 + -3*v^2*z^2 + -6*z^2 + 10*v^-2*z^2 + -3*v^-4*z^2 + v^4 + -1*v^2 + -2 + 5*v^-2 + -2*v^-4
13a_708 | v^6*z^10 + -1*v^8*z^8 + 8*v^6*z^8 + -2*v^4*z^8 + -6*v^8*z^6 + 24*v^6*z^6 + -14*v^4*z^6 + v^2*z^6 + -11*v^8*z^4 + 35*v^6*z^4 + -33*v^4*z^4 + 6*v^2*z^4 + -7*v^8*z^2 + 26*v^6*z^2 + -31*v^4*z^2 + 11*v^2*z^2 + -2*v^8 + 8*v^6 + -11*v^4 + 6*v^2
13a_709 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 5*v^6*z^6 + 3*v^4*z^6 + -2*v^2*z^6 + -4*v^8*z^4 + 10*v^6*z^4 + -1*v^4*z^4 + -7*v^2*z^4 + z^4 + -4*v^8*z^2 + 11*v^6*z^2 + -7*v^4*z^2 + -5*v^2*z^2 + 3*z^2 + -1*v^8 + 4*v^6 + -4*v^4 + 2
13a_710 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 4*v^6*z^6 + 4*v^4*z^6 + -2*v^2*z^6 + -3*v^8*z^4 + 5*v^6*z^4 + 6*v^4*z^4 + -9*v^2*z^4 + z^4 + -2*v^8*z^2 + 2*v^6*z^2 + 6*v^4*z^2 + -13*v^2*z^2 + 4*z^2 + 3*v^4 + -6*v^2 + 4
13a_711 | v^6*z^6 + v^4*z^6 + v^2*z^6 + -1*v^8*z^4 + 3*v^6*z^4 + v^4*z^4 + 2*v^2*z^4 + -2*z^4 + -2*v^8*z^2 + 3*v^6*z^2 + -2*v^4*z^2 + v^2*z^2 + -5*z^2 + v^-2*z^2 + v^6 + -1*v^4 + v^2 + -2 + 2*v^-2
13a_712 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -4*v^-2*z^6 + -2*v^-4*z^6 + 2*v^-6*z^6 + 3*z^4 + -8*v^-2*z^4 + v^-4*z^4 + 4*v^-6*z^4 + -1*v^-8*z^4 + 3*z^2 + -7*v^-2*z^2 + 5*v^-4*z^2 + v^-6*z^2 + -1*v^-8*z^2 + 1 + -1*v^-2 + 2*v^-4 + -1*v^-6
13a_713 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -3*v^-2*z^6 + -1*v^-4*z^6 + 2*v^-6*z^6 + 2*z^4 + -5*v^-2*z^4 + 3*v^-4*z^4 + 2*v^-6*z^4 + -1*v^-8*z^4 + z^2 + -3*v^-2*z^2 + 6*v^-4*z^2 + -3*v^-6*z^2 + v^-2 + 2*v^-4 + -3*v^-6 + v^-8
13a_714 | v^2*z^10 + -1*v^4*z^8 + 7*v^2*z^8 + -2*z^8 + -5*v^4*z^6 + 19*v^2*z^6 + -11*z^6 + v^-2*z^6 + -8*v^4*z^4 + 25*v^2*z^4 + -20*z^4 + 4*v^-2*z^4 + -5*v^4*z^2 + 16*v^2*z^2 + -14*z^2 + 4*v^-2*z^2 + -2*v^4 + 5*v^2 + -3 + v^-2
13a_715 | v^2*z^8 + z^8 + -1*v^4*z^6 + 4*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -3*v^4*z^4 + 8*v^2*z^4 + -1*z^4 + -4*v^-2*z^4 + v^-4*z^4 + -3*v^4*z^2 + 8*v^2*z^2 + -5*z^2 + -1*v^-2*z^2 + v^-4*z^2 + -1*v^4 + 3*v^2 + -2 + v^-2
13a_716 | z^8 + v^-2*z^8 + -1*v^2*z^6 + 3*z^6 + 2*v^-2*z^6 + -2*v^-4*z^6 + -2*v^2*z^4 + 4*z^4 + v^-2*z^4 + -4*v^-4*z^4 + v^-6*z^4 + -1*v^2*z^2 + 2*z^2 + -2*v^-4*z^2 + v^-6*z^2 + 1
13a_717 | v^-4*z^8 + v^-6*z^8 + -1*v^-2*z^6 + 4*v^-4*z^6 + 2*v^-6*z^6 + -2*v^-8*z^6 + -3*v^-2*z^4 + 8*v^-4*z^4 + -2*v^-6*z^4 + -4*v^-8*z^4 + v^-10*z^4 + -2*v^-2*z^2 + 10*v^-4*z^2 + -7*v^-6*z^2 + v^-8*z^2 + v^-10*z^2 + 4*v^-4 + -5*v^-6 + 3*v^-8 + -1*v^-10
13a_718 | v^-2*z^6 + v^-4*z^6 + v^-6*z^6 + -1*z^4 + 2*v^-2*z^4 + -1*v^-4*z^4 + v^-6*z^4 + -2*v^-8*z^4 + -1*z^2 + 4*v^-2*z^2 + -3*v^-4*z^2 + 3*v^-6*z^2 + -2*v^-8*z^2 + v^-10*z^2 + 2*v^-2 + -2*v^-4 + 2*v^-6 + -1*v^-8
13a_719 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 3*v^6*z^6 + 3*v^4*z^6 + -2*v^2*z^6 + -2*v^8*z^4 + 2*v^6*z^4 + 4*v^4*z^4 + -7*v^2*z^4 + z^4 + -1*v^6*z^2 + 7*v^4*z^2 + -8*v^2*z^2 + 3*z^2 + -2*v^6 + 5*v^4 + -4*v^2 + 2
13a_720 | v^6*z^6 + v^4*z^6 + v^2*z^6 + -1*v^8*z^4 + 2*v^6*z^4 + -1*v^4*z^4 + v^2*z^4 + -2*z^4 + -1*v^8*z^2 + 3*v^6*z^2 + -3*v^4*z^2 + 3*v^2*z^2 + -3*z^2 + v^-2*z^2 + -1*v^4 + 3*v^2 + -2 + v^-2
13a_721 | -1*v^-4*z^10 + v^-2*z^8 + -7*v^-4*z^8 + 2*v^-6*z^8 + 5*v^-2*z^6 + -19*v^-4*z^6 + 11*v^-6*z^6 + -1*v^-8*z^6 + 8*v^-2*z^4 + -25*v^-4*z^4 + 20*v^-6*z^4 + -4*v^-8*z^4 + 6*v^-2*z^2 + -15*v^-4*z^2 + 14*v^-6*z^2 + -4*v^-8*z^2 + 3*v^-2 + -4*v^-4 + 3*v^-6 + -1*v^-8
13a_722 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -3*v^-2*z^6 + -3*v^-4*z^6 + 2*v^-6*z^6 + 2*z^4 + -3*v^-2*z^4 + -5*v^-4*z^4 + 6*v^-6*z^4 + -1*v^-8*z^4 + z^2 + -6*v^-4*z^2 + 7*v^-6*z^2 + -2*v^-8*z^2 + 1 + v^-2 + -3*v^-4 + 3*v^-6 + -1*v^-8
13a_723 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 4*v^2*z^4 + 2*z^4 + -4*v^-2*z^4 + v^-4*z^4 + -1*v^4*z^2 + 2*z^2 + -4*v^-2*z^2 + v^-4*z^2 + v^4 + -2*v^2 + 3 + -2*v^-2 + v^-4
13a_724 | -1*z^10 + v^2*z^8 + -6*z^8 + 2*v^-2*z^8 + 4*v^2*z^6 + -14*z^6 + 9*v^-2*z^6 + -1*v^-4*z^6 + 5*v^2*z^4 + -15*z^4 + 13*v^-2*z^4 + -3*v^-4*z^4 + 2*v^2*z^2 + -7*z^2 + 6*v^-2*z^2 + -2*v^-4*z^2 + v^2 + -1 + v^-2
13a_725 | z^8 + v^-2*z^8 + -1*v^2*z^6 + 4*z^6 + 2*v^-2*z^6 + -2*v^-4*z^6 + -3*v^2*z^4 + 7*z^4 + -3*v^-2*z^4 + -4*v^-4*z^4 + v^-6*z^4 + -2*v^2*z^2 + 7*z^2 + -9*v^-2*z^2 + 2*v^-4*z^2 + v^-6*z^2 + 3 + -5*v^-2 + 4*v^-4 + -1*v^-6
13a_727 | v^-2*z^10 + -1*z^8 + 7*v^-2*z^8 + -2*v^-4*z^8 + -5*z^6 + 18*v^-2*z^6 + -11*v^-4*z^6 + v^-6*z^6 + -7*z^4 + 19*v^-2*z^4 + -19*v^-4*z^4 + 4*v^-6*z^4 + -1*z^2 + 5*v^-2*z^2 + -9*v^-4*z^2 + 4*v^-6*z^2 + 2 + -2*v^-2 + v^-4
13a_728, 13a_4544 | z^8 + v^-2*z^8 + -1*v^2*z^6 + 3*z^6 + 3*v^-2*z^6 + -2*v^-4*z^6 + -2*v^2*z^4 + 2*z^4 + 4*v^-2*z^4 + -6*v^-4*z^4 + v^-6*z^4 + -2*z^2 + 4*v^-2*z^2 + -6*v^-4*z^2 + 2*v^-6*z^2 + v^2 + -1 + 2*v^-2 + -2*v^-4 + v^-6
13a_729 | -1*v^4*z^10 + v^6*z^8 + -7*v^4*z^8 + 2*v^2*z^8 + 5*v^6*z^6 + -18*v^4*z^6 + 11*v^2*z^6 + -1*z^6 + 7*v^6*z^4 + -20*v^4*z^4 + 18*v^2*z^4 + -4*z^4 + 2*v^6*z^2 + -6*v^4*z^2 + 8*v^2*z^2 + -3*z^2 + -1*v^6 + 2*v^4 + -1*v^2 + 1
13a_730 | -1*v^4*z^8 + -1*v^2*z^8 + v^6*z^6 + -4*v^4*z^6 + -2*v^2*z^6 + 2*z^6 + 3*v^6*z^4 + -7*v^4*z^4 + 2*v^2*z^4 + 4*z^4 + -1*v^-2*z^4 + 2*v^6*z^2 + -6*v^4*z^2 + 6*v^2*z^2 + -1*z^2 + -1*v^-2*z^2 + -1*v^4 + 3*v^2 + -2 + v^-2
13a_732, 13a_2439 | v^6*z^6 + 2*v^4*z^6 + v^2*z^6 + -1*v^8*z^4 + v^6*z^4 + 3*v^4*z^4 + -1*v^2*z^4 + -2*z^4 + -1*v^8*z^2 + 2*v^6*z^2 + 2*v^4*z^2 + -3*v^2*z^2 + -2*z^2 + v^-2*z^2 + -1*v^8 + 2*v^6 + -1*v^2 + v^-2
13a_733, 13a_739 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 5*v^2*z^4 + -5*v^-2*z^4 + v^-4*z^4 + -2*v^4*z^2 + 7*v^2*z^2 + -3*z^2 + -4*v^-2*z^2 + 2*v^-4*z^2 + -2*v^4 + 5*v^2 + -2 + -1*v^-2 + v^-4
13a_734, 13a_1479 | -1*v^4*z^8 + -1*v^2*z^8 + 2*v^6*z^6 + -3*v^4*z^6 + -4*v^2*z^6 + z^6 + -1*v^8*z^4 + 7*v^6*z^4 + -2*v^4*z^4 + -7*v^2*z^4 + 3*z^4 + -3*v^8*z^2 + 8*v^6*z^2 + 2*v^4*z^2 + -6*v^2*z^2 + 3*z^2 + -2*v^8 + 2*v^6 + 2*v^4 + -2*v^2 + 1
13a_735 | -1*v^6*z^6 + -2*v^4*z^6 + -1*v^2*z^6 + 2*v^8*z^4 + -5*v^4*z^4 + -2*v^2*z^4 + z^4 + -1*v^10*z^2 + 3*v^8*z^2 + 4*v^6*z^2 + -4*v^4*z^2 + -1*v^2*z^2 + 2*z^2 + -1*v^10 + 3*v^6 + -2*v^4 + 1
13a_736, 13a_2523 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -4*z^6 + -3*v^-2*z^6 + 2*v^-4*z^6 + 3*v^2*z^4 + -6*z^4 + -1*v^-2*z^4 + 7*v^-4*z^4 + -1*v^-6*z^4 + 2*v^2*z^2 + -5*z^2 + 3*v^-2*z^2 + 7*v^-4*z^2 + -3*v^-6*z^2 + -1 + 2*v^-2 + 2*v^-4 + -2*v^-6
13a_737, 13a_3013 | -1*v^2*z^6 + -2*z^6 + -1*v^-2*z^6 + v^4*z^4 + -1*v^2*z^4 + -3*z^4 + v^-2*z^4 + 2*v^-4*z^4 + v^4*z^2 + -1*v^2*z^2 + -2*z^2 + 4*v^-2*z^2 + 2*v^-4*z^2 + -1*v^-6*z^2 + -1 + 3*v^-2 + -1*v^-6
13a_738, 13a_740 | -1*v^4*z^8 + -1*v^2*z^8 + v^6*z^6 + -3*v^4*z^6 + -2*v^2*z^6 + 2*z^6 + 2*v^6*z^4 + -5*v^4*z^4 + 5*z^4 + -1*v^-2*z^4 + 2*v^6*z^2 + -6*v^4*z^2 + 4*v^2*z^2 + 4*z^2 + -2*v^-2*z^2 + v^6 + -4*v^4 + 4*v^2 + 1 + -1*v^-2
13a_741 | v^2*z^10 + -2*v^4*z^8 + 8*v^2*z^8 + -1*z^8 + v^6*z^6 + -12*v^4*z^6 + 27*v^2*z^6 + -6*z^6 + 4*v^6*z^4 + -28*v^4*z^4 + 46*v^2*z^4 + -14*z^4 + 6*v^6*z^2 + -28*v^4*z^2 + 40*v^2*z^2 + -14*z^2 + 2*v^6 + -10*v^4 + 14*v^2 + -5
13a_742 | v^2*z^8 + z^8 + -2*v^4*z^6 + 4*v^2*z^6 + 5*z^6 + -1*v^-2*z^6 + v^6*z^4 + -7*v^4*z^4 + 6*v^2*z^4 + 10*z^4 + -4*v^-2*z^4 + 2*v^6*z^2 + -8*v^4*z^2 + 5*v^2*z^2 + 9*z^2 + -5*v^-2*z^2 + v^6 + -4*v^4 + 3*v^2 + 3 + -2*v^-2
13a_743, 13a_1083 | v^-4*z^8 + 2*v^-6*z^8 + -1*v^-2*z^6 + 3*v^-4*z^6 + 10*v^-6*z^6 + -3*v^-8*z^6 + -3*v^-2*z^4 + 2*v^-4*z^4 + 20*v^-6*z^4 + -12*v^-8*z^4 + v^-10*z^4 + -2*v^-2*z^2 + 20*v^-6*z^2 + -16*v^-8*z^2 + 3*v^-10*z^2 + -1*v^-4 + 8*v^-6 + -8*v^-8 + 2*v^-10
13a_744 | v^-2*z^6 + 2*v^-4*z^6 + 2*v^-6*z^6 + -1*z^4 + v^-2*z^4 + 3*v^-4*z^4 + 5*v^-6*z^4 + -3*v^-8*z^4 + -1*z^2 + v^-2*z^2 + 2*v^-4*z^2 + 7*v^-6*z^2 + -6*v^-8*z^2 + v^-10*z^2 + v^-4 + 3*v^-6 + -4*v^-8 + v^-10
13a_745 | -1*v^-2*z^8 + -1*v^-4*z^8 + 2*z^6 + -3*v^-2*z^6 + -4*v^-4*z^6 + v^-6*z^6 + -1*v^2*z^4 + 6*z^4 + -3*v^-2*z^4 + -7*v^-4*z^4 + 3*v^-6*z^4 + -2*v^2*z^2 + 6*z^2 + -6*v^-4*z^2 + 3*v^-6*z^2 + -1*v^2 + 2 + 2*v^-2 + -3*v^-4 + v^-6
13a_746 | v^6*z^8 + v^4*z^8 + -2*v^8*z^6 + 3*v^6*z^6 + 4*v^4*z^6 + -1*v^2*z^6 + v^10*z^4 + -5*v^8*z^4 + 5*v^6*z^4 + 8*v^4*z^4 + -3*v^2*z^4 + v^10*z^2 + -6*v^8*z^2 + 5*v^6*z^2 + 8*v^4*z^2 + -3*v^2*z^2 + v^10 + -4*v^8 + 2*v^6 + 3*v^4 + -1*v^2
13a_747 | -1*z^10 + 2*v^2*z^8 + -7*z^8 + v^-2*z^8 + -1*v^4*z^6 + 10*v^2*z^6 + -20*z^6 + 5*v^-2*z^6 + -3*v^4*z^4 + 17*v^2*z^4 + -28*z^4 + 9*v^-2*z^4 + -2*v^4*z^2 + 12*v^2*z^2 + -18*z^2 + 7*v^-2*z^2 + -1*v^4 + 4*v^2 + -4 + 2*v^-2
13a_748 | v^2*z^10 + -2*v^4*z^8 + 7*v^2*z^8 + -1*z^8 + v^6*z^6 + -10*v^4*z^6 + 20*v^2*z^6 + -5*z^6 + 3*v^6*z^4 + -17*v^4*z^4 + 28*v^2*z^4 + -9*z^4 + 2*v^6*z^2 + -11*v^4*z^2 + 19*v^2*z^2 + -7*z^2 + -3*v^4 + 6*v^2 + -2
13a_749 | -1*v^2*z^8 + -1*z^8 + 2*v^4*z^6 + -3*v^2*z^6 + -4*z^6 + v^-2*z^6 + -1*v^6*z^4 + 5*v^4*z^4 + -5*v^2*z^4 + -7*z^4 + 3*v^-2*z^4 + -1*v^6*z^2 + 6*v^4*z^2 + -6*v^2*z^2 + -4*z^2 + 3*v^-2*z^2 + -1*v^6 + 4*v^4 + -4*v^2 + 1 + v^-2
13a_750 | v^2*z^8 + z^8 + -2*v^4*z^6 + 3*v^2*z^6 + 4*z^6 + -1*v^-2*z^6 + v^6*z^4 + -5*v^4*z^4 + 3*v^2*z^4 + 7*z^4 + -3*v^-2*z^4 + v^6*z^2 + -2*v^4*z^2 + 6*z^2 + -3*v^-2*z^2 + -1*v^6 + 2*v^4 + -2*v^2 + 3 + -1*v^-2
13a_751, 13a_4187 | v^2*z^8 + z^8 + -1*v^4*z^6 + 4*v^2*z^6 + 3*z^6 + -2*v^-2*z^6 + -3*v^4*z^4 + 7*v^2*z^4 + 3*z^4 + -6*v^-2*z^4 + v^-4*z^4 + -3*v^4*z^2 + 6*v^2*z^2 + z^2 + -6*v^-2*z^2 + 2*v^-4*z^2 + -1*v^4 + 2*v^2 + 1 + -2*v^-2 + v^-4
13a_752 | z^8 + v^-2*z^8 + -1*v^2*z^6 + 3*z^6 + v^-2*z^6 + -2*v^-4*z^6 + -2*v^2*z^4 + 5*z^4 + -4*v^-2*z^4 + -2*v^-4*z^4 + v^-6*z^4 + -1*v^2*z^2 + 5*z^2 + -8*v^-2*z^2 + 5*v^-4*z^2 + 2 + -4*v^-2 + 5*v^-4 + -2*v^-6
13a_753 | -1*z^10 + v^2*z^8 + -8*z^8 + 2*v^-2*z^8 + 6*v^2*z^6 + -26*z^6 + 13*v^-2*z^6 + -1*v^-4*z^6 + 13*v^2*z^4 + -42*z^4 + 31*v^-2*z^4 + -5*v^-4*z^4 + 11*v^2*z^2 + -33*z^2 + 31*v^-2*z^2 + -8*v^-4*z^2 + 3*v^2 + -9 + 11*v^-2 + -4*v^-4
13a_754 | -1*v^2*z^8 + -1*z^8 + v^4*z^6 + -5*v^2*z^6 + -4*z^6 + 2*v^-2*z^6 + 4*v^4*z^4 + -9*v^2*z^4 + -4*z^4 + 8*v^-2*z^4 + -1*v^-4*z^4 + 4*v^4*z^2 + -8*v^2*z^2 + -1*z^2 + 8*v^-2*z^2 + -3*v^-4*z^2 + v^4 + -2*v^2 + 1 + 2*v^-2 + -1*v^-4
13a_755 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -5*z^6 + -3*v^-2*z^6 + 2*v^-4*z^6 + 4*v^2*z^4 + -12*z^4 + -1*v^-2*z^4 + 6*v^-4*z^4 + -1*v^-6*z^4 + 6*v^2*z^2 + -15*z^2 + 6*v^-2*z^2 + 5*v^-4*z^2 + -2*v^-6*z^2 + 3*v^2 + -7 + 6*v^-2 + -1*v^-6
13a_756 | -1*v^2*z^6 + -2*z^6 + -1*v^-2*z^6 + v^4*z^4 + -2*v^2*z^4 + -4*z^4 + v^-2*z^4 + 2*v^-4*z^4 + 2*v^4*z^2 + -3*v^2*z^2 + -4*z^2 + 4*v^-2*z^2 + v^-4*z^2 + -1*v^-6*z^2 + v^4 + -1*v^2 + -1 + 3*v^-2 + -1*v^-4
13a_757 | z^8 + -2*v^2*z^6 + 4*z^6 + -3*v^-2*z^6 + v^4*z^4 + -5*v^2*z^4 + 11*z^4 + -8*v^-2*z^4 + 3*v^-4*z^4 + v^4*z^2 + -7*v^2*z^2 + 11*z^2 + -11*v^-2*z^2 + 4*v^-4*z^2 + -1*v^-6*z^2 + v^4 + -2*v^2 + 4 + -4*v^-2 + 2*v^-4
13a_758 | -1*v^2*z^8 + 2*v^4*z^6 + -4*v^2*z^6 + 3*z^6 + -1*v^6*z^4 + 6*v^4*z^4 + -9*v^2*z^4 + 9*z^4 + -3*v^-2*z^4 + -2*v^6*z^2 + 6*v^4*z^2 + -11*v^2*z^2 + 9*z^2 + -6*v^-2*z^2 + v^-4*z^2 + 2*v^4 + -4*v^2 + 4 + -2*v^-2 + v^-4
13a_759 | -1*v^-2*z^8 + 2*z^6 + -4*v^-2*z^6 + 3*v^-4*z^6 + -1*v^2*z^4 + 6*z^4 + -9*v^-2*z^4 + 9*v^-4*z^4 + -3*v^-6*z^4 + -2*v^2*z^2 + 6*z^2 + -11*v^-2*z^2 + 9*v^-4*z^2 + -6*v^-6*z^2 + v^-8*z^2 + 3 + -4*v^-2 + 3*v^-4 + -2*v^-6 + v^-8
13a_760 | -1*v^-2*z^8 + 2*z^6 + -4*v^-2*z^6 + 3*v^-4*z^6 + -1*v^2*z^4 + 5*z^4 + -11*v^-2*z^4 + 8*v^-4*z^4 + -3*v^-6*z^4 + -1*v^2*z^2 + 6*z^2 + -13*v^-2*z^2 + 10*v^-4*z^2 + -4*v^-6*z^2 + v^-8*z^2 + 3 + -5*v^-2 + 4*v^-4 + -1*v^-6
13a_761 | v^2*z^8 + z^8 + -1*v^4*z^6 + 2*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -1*v^4*z^4 + 2*z^4 + -4*v^-2*z^4 + v^-4*z^4 + v^4*z^2 + -2*v^2*z^2 + 2*z^2 + -2*v^-2*z^2 + v^-4*z^2 + 1
13a_762 | -1*v^4*z^8 + -1*v^2*z^8 + v^6*z^6 + -2*v^4*z^6 + -1*v^2*z^6 + 2*z^6 + v^6*z^4 + -2*v^4*z^4 + v^2*z^4 + 2*z^4 + -1*v^-2*z^4 + -1*v^4*z^2 + 3*v^2*z^2 + -2*z^2 + -1*v^4 + 3*v^2 + -2 + v^-2
13a_763 | v^2*z^10 + -1*v^4*z^8 + 7*v^2*z^8 + -2*z^8 + -5*v^4*z^6 + 19*v^2*z^6 + -11*z^6 + v^-2*z^6 + -8*v^4*z^4 + 24*v^2*z^4 + -21*z^4 + 4*v^-2*z^4 + -4*v^4*z^2 + 13*v^2*z^2 + -17*z^2 + 5*v^-2*z^2 + 3*v^2 + -5 + 3*v^-2
13a_764 | v^2*z^8 + z^8 + -1*v^4*z^6 + 4*v^2*z^6 + 3*z^6 + -2*v^-2*z^6 + -3*v^4*z^4 + 6*v^2*z^4 + 3*z^4 + -6*v^-2*z^4 + v^-4*z^4 + -2*v^4*z^2 + 2*v^2*z^2 + z^2 + -7*v^-2*z^2 + 2*v^-4*z^2 + v^4 + -1*v^2 + 2 + -3*v^-2 + 2*v^-4
13a_765, 13a_2544 | -1*v^2*z^8 + 2*v^4*z^6 + -3*v^2*z^6 + 3*z^6 + -1*v^6*z^4 + 4*v^4*z^4 + -5*v^2*z^4 + 7*z^4 + -3*v^-2*z^4 + -1*v^6*z^2 + 2*v^4*z^2 + -2*v^2*z^2 + 5*z^2 + -5*v^-2*z^2 + v^-4*z^2 + -1*v^4 + 2*v^2 + 1 + -2*v^-2 + v^-4
